trope,count,movies_with_trope,avg_rating
I Need a Freaking Drink,27,"['Sicario', 'AmericanBeauty', 'TheWolfofWallStreet', 'ThisMeansWar', 'Gravity', 'Carol', 'ShaunoftheDead', 'DialMforMurder', 'TheNiceGuys', 'TheBourneIdentity', 'Jackie', 'PatriotsDay', 'ItComesatNight', 'KingsmanTheGoldenCircle', 'ParisTexas', 'ThePost', 'GreenRoom', 'KramervsKramer', 'TheMenu', 'StarTrekVTheFinalFrontier', 'DumbMoney', 'AnatomyofaFall', 'MasterandCommanderTheFarSideoftheWorld', 'TheDeathofStalin', 'ThePiano', 'Pride', 'WakeUpDeadMan']",3.43
Insistent Terminology,32,"['Sicario', 'Memento', 'NeedforSpeed', 'IronSky', 'RearWindow', 'Dogma', 'ShaunoftheDead', 'Casablanca', 'AStreetcarNamedDesire', 'TheNiceGuys', 'HellorHighWater', 'TheBigLebowski', 'HacksawRidge', 'SunsetBoulevard', 'TheRoyalTenenbaums', 'Hereditary', 'RomancingtheStone', 'PrideandPrejudiceandZombies', 'TheFanatic', 'GreenRoom', 'FrancesHa', 'ChasingAmy', 'TheHangover', 'WhenHarryMetSally', 'AWomanUndertheInfluence', 'Clueless', 'Pride', 'BlacKkKlansman', 'TheRock', 'GirlInterrupted', 'JerryMaguire', 'WakeUpDeadMan']",3.28
Jack Bauer Interrogation Technique,15,"['Sicario', 'ReservoirDogs', 'SlumdogMillionaire', 'ThisMeansWar', 'JasonBourne', 'BadAss', 'AtomicBlonde', 'Prisoners', 'TheGoodtheBadandtheUgly', 'Overlord', 'IntheNameoftheFather', 'ValerianandtheCityofaThousandPlanets', 'MemoriesofMurder', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'KillersoftheFlowerMoon']",3.20
Jerkass Has a Point,68,"['Sicario', 'ReservoirDogs', 'BrokebackMountain', 'Moneyball', 'Nightcrawler', 'CaptainPhillips', 'DallasBuyersClub', 'TheHobbitTheDesolationofSmaug', 'EdgeofTomorrow', 'Dogma', 'AmericanHistoryX', 'TheBreakfastClub', 'ShaunoftheDead', 'AStreetcarNamedDesire', 'TheNiceGuys', 'Frank', 'StraightOuttaCompton', 'HacksawRidge', 'TheHobbitAnUnexpectedJourney', 'Fences', 'Alien3', 'TheSocialNetwork', 'WarforthePlanetoftheApes', 'DieHardWithaVengeance', 'ITonya', 'TheFloridaProject', 'Annihilation', 'LaLaLand', 'GoodWillHunting', 'CrazyRichAsians', 'TheEdgeofSeventeen', 'PrideandPrejudiceandZombies', 'BirdBox', 'PerfectBlue', 'TheFanatic', 'UncutGems', 'Midsommar', 'TheGoodtheBadandtheUgly', 'Arrival', 'DoubleIndemnity', 'KramervsKramer', 'ThreeBillboardsOutsideEbbingMissouri', 'LadyBird', 'Booksmart', 'TheHost', 'InBruges', 'WindRiver', 'GameNight', 'TheWrestler', 'StarTrekTheMotionPicture', 'Paddington', 'LegallyBlonde', 'TenaciousDinThePickofDestiny', 'Fargo', 'DazedandConfused', 'Anora', 'MalcolmX', 'OfficeSpace', 'Adaptation', 'SomeLikeItHot', 'TheRock', 'TheAssistant', 'TheBabadook', 'JungleFever', 'BoyzntheHood', 'Glory', 'TheRemainsoftheDay', 'Amadeus']",3.54
Jump Scare,29,"['Sicario', 'TheHungerGamesMockingjayPart2', 'TheShining', 'Se7en', 'Shame', 'OneHundredAndTwentySevenHours', 'TheHungerGames', 'Aliens', 'ItComesatNight', 'YouWereNeverReallyHere', 'Magnolia', 'Annihilation', 'Hereditary', 'Antichrist', 'FunnyGames', 'TheGraduate', 'EntertheVoid', 'NineteenSeventeen', 'TheLighthouse', 'TheWitch', 'Overlord', 'AnAmericanWerewolfinLondon', 'TheHost', 'GameNight', 'Barbie', 'Nope', 'MulhollandDrive', 'TheBabadook', 'MartySupreme']",3.71
Karma Houdini,96,"['Sicario', 'TheShining', 'ReservoirDogs', 'RequiemforaDream', 'GoneGirl', 'ThisMeansWar', 'AmericanHustle', 'EdgeofTomorrow', 'MysticRiver', 'LifeIsBeautiful', 'TheDevilWearsPrada', 'Vertigo', 'AmericanHistoryX', 'AStreetcarNamedDesire', 'StraightOuttaCompton', 'TheBourneIdentity', 'TheBourneUltimatum', 'GroundhogDay', 'HellorHighWater', 'TwelveYearsASlave', 'ThereWillBeBlood', 'MySuperExGirlfriend', 'BoogieNights', 'District9', 'DearZacharyALettertoaSonAboutHisFather', 'EuroTrip', 'BabyDriver', 'Badlands1973', 'AlienCovenant', 'TheApartment', 'BlowOut', 'DisasterMovie', 'Valkyrie', 'Network', 'RomancingtheStone', 'EasyRider', 'Lucy', 'HuntfortheWilderpeople', 'BirdBox', 'Spotlight', 'TheConversation', 'OnceUponaTimeinHollywood', 'ManonWire', 'TheGraduate', 'WhenTheySeeUs', 'EntertheVoid', 'TheFanatic', 'Replicas', 'GreenRoom', 'TheIrishman', 'Machete', 'TheBigShort', 'BicycleThieves', 'IntheNameoftheFather', 'TheHandmaiden', 'Crash', 'ChasingAmy', 'TheNightBefore', 'TheRoadtoElDorado', 'ThankYouforSmoking', 'PoliceAcademy', 'TheMaskofZorro', 'Mudbound', 'ThreeBillboardsOutsideEbbingMissouri', 'SpringBreakers', 'MemoriesofMurder', 'BoratSubsequentMoviefilm', 'WildatHeart', 'PathsofGlory', 'FishTank', 'Us', 'TheLivesofOthers', 'StandbyMe', 'GameNight', 'TheDayAfterTomorrow', 'InsideMan', 'KillersoftheFlowerMoon', 'Atonement', 'TheCelebration', 'Bridesmaids', 'TenaciousDinThePickofDestiny', 'RiskyBusiness', 'Clueless', 'TheRockyHorrorPictureShow', 'ButImaCheerleader', 'Bottoms', 'Flow2024', 'Babygirl', 'Pride', 'BlackBag', 'OfficeSpace', 'TheRock', 'EighthGrade', 'LAConfidential', 'OneofThemDays', 'Glory']",3.32
Late-Arrival Spoiler,10,"['Sicario', 'NowYouSeeMe2', 'TheBigLebowski', 'TheGreatEscape', 'Aliens', 'District9', 'Chinatown', 'Room', 'TwinPeaksFireWalkwithMe', 'TheRockyHorrorPictureShow']",3.60
Loophole Abuse,15,"['Sicario', 'DallasBuyersClub', 'TheHobbitTheDesolationofSmaug', 'Thirteenth', 'JohnWickChapter2', 'District9', 'TheFloridaProject', 'SpiritedAway', 'BigTroubleinLittleChina', 'Spotlight', 'JohnWickChapter4', 'GoodLucktoYouLeoGrande', 'TheProducers', 'Glory', 'Amadeus']",3.73
The Lost Lenore,13,"['Sicario', 'Vertigo', 'Jackie', 'AtomicBlonde', 'GoodWillHunting', 'BirdBox', 'Searching', 'IDanielBlake', 'TheMaskofZorro', 'InBruges', 'ThePoweroftheDog', 'LaChimera', 'TheBabadook']",3.50
Make It Look Like an Accident,9,"['Sicario', 'Vertigo', 'TheNiceGuys', 'TheGreatEscape', 'RosemarysBaby', 'SoylentGreen', 'GreenRoom', 'DoubleIndemnity', 'Paddington2']",3.78
Mighty Whitey,7,"['Sicario', 'DallasBuyersClub', 'ApocalypseNow', 'BigTroubleinLittleChina', 'TheRoadtoElDorado', 'ThirteenLives', 'TheHost']",3.71
Never My Fault,29,"['Sicario', 'GoneGirl', 'AmericanHustle', 'TheBreakfastClub', 'OntheWaterfront', 'TheNiceGuys', 'FindingDory', 'Cache', 'TheSocialNetwork', 'ITonya', 'PrideandPrejudiceandZombies', 'ThisIsSpinalTap', 'Chinatown', 'WhenTheySeeUs', 'AdAstra', 'EntertheVoid', 'TheBigShort', 'Andhadhun', 'Crash', 'ThankYouforSmoking', 'PoliceAcademy', 'PromisingYoungWoman', 'PathsofGlory', 'Nope', 'ASeparation', 'Bridesmaids', 'HotTubTimeMachine', 'Bottoms', 'BoyzntheHood']",3.45
Nothing Is Scarier,34,"['Sicario', 'TheShining', 'Se7en', 'TheSilenceoftheLambs', 'EdgeofTomorrow', 'RosemarysBaby', 'TheLobster', 'BladeRunner', 'Aliens', 'ItComesatNight', 'AlienCovenant', 'Annihilation', 'Hereditary', 'GrizzlyMan', 'ApocalypseNow', 'BirdBox', 'FunnyGames', 'SonofSaul', 'ZeroDarkThirty', 'Eraserhead', 'NineteenSeventeen', 'Midsommar', 'TheLighthouse', 'TheWitch', 'GraveoftheFireflies', 'AnAmericanWerewolfinLondon', 'Tenet', 'Stalker', 'REC', 'EyesWideShut', 'Nope', 'TheZoneofInterest', 'MulhollandDrive', 'EighthGrade']",3.62
The Not-Love Interest,6,"['Sicario', 'TheImitationGame', 'NineteenSeventeen', 'AnatomyofaFall', 'ErinBrockovich', 'DazedandConfused']",3.58
Pay Evil unto Evil,13,"['Sicario', 'TheGreenMile', 'DialMforMurder', 'JasonBourne', 'LettheRightOneIn', 'LaHaine', 'EntertheVoid', 'TheBigShort', 'TheGoodtheBadandtheUgly', 'Overlord', 'PromisingYoungWoman', 'WindRiver', 'Fargo']",3.46
Rape Is a Special Kind of Evil,10,"['Sicario', 'TheGreenMile', 'HardcoreHenry', 'Okja', 'BlueVelvet', 'Overlord', 'Split', 'Veronica', 'TheLastHouseontheLeft', 'WindRiver']",3.20
The Reveal,47,"['Sicario', 'ExMachina', 'ReservoirDogs', 'Shame', 'TwentyOneJumpStreet2012', 'TheHatefulEight', 'Vertigo', 'Elle', 'Frank', 'NowYouSeeMe2', 'JasonBourne', 'TheBigLebowski', 'Gattaca', 'EternalSunshineoftheSpotlessMind', 'BoogieNights', 'SunsetBoulevard', 'FightClub', 'AScannerDarkly', 'TheBreadwinner', 'Chinatown', 'Replicas', 'UncutGems', 'ThePrestige', 'Andhadhun', 'TheInvisibleGuest', 'TheHandmaiden', 'Crash', 'Split', 'Tully', 'AManCalledOve', 'Raw', 'Incendies', 'BoratSubsequentMoviefilm', 'TheMenu', 'Nope', 'KillersoftheFlowerMoon', 'TheKillingFields', 'TheHoldovers', 'SwissArmyMan', 'TheBrutalist', 'TheSkinILiveIn', 'SevenSamurai', 'BlackBag', 'MyOldAss', 'LAConfidential', 'RainMan', 'TheLifeofChuck']",3.46
Roaring Rampage of Revenge,12,"['Sicario', 'NeedforSpeed', 'IronSky', 'NowYouSeeMe2', 'BadAss', 'HardcoreHenry', 'District9', 'BillAndTedsExcellentAdventure', 'TheLastHouseontheLeft', 'MasterandCommanderTheFarSideoftheWorld', 'InOrderofDisappearance', 'TheSkinILiveIn']",2.75
Scenery Porn,69,"['Sicario', 'ExMachina', 'TheShining', 'BrokebackMountain', 'NeedforSpeed', 'Gravity', 'Carol', 'MyNeighborTotoro', 'TheHatefulEight', 'Vertigo', 'TheGrandBudapestHotel', 'Warcraft', 'TwelveYearsASlave', 'TheGreatEscape', 'ThereWillBeBlood', 'SunsetBoulevard', 'District9', 'TheRoyalTenenbaums', 'TheSocialNetwork', 'Badlands1973', 'LettheRightOneIn', 'TheMaster', 'Prisoners', 'TheDeerHunter', 'Annihilation', 'PansLabyrinth', 'CrazyRichAsians', 'OBrotherWhereArtThou', 'Akira', 'EasyRider', 'HuntfortheWilderpeople', 'AllthePresidentsMen', 'HighLife', 'AdAstra', 'Eraserhead', 'AllThatJazz', 'Midsommar', 'TheLighthouse', 'TheGoodtheBadandtheUgly', 'Stalker', 'ValerianandtheCityofaThousandPlanets', 'AsItIsinHeaven', 'TheDoubleLifeofVeronique', 'Arrival', 'KikisDeliveryService', 'Nomadland', 'Dune1984', 'MemoriesofMurder', 'LadyBird', 'CallMebyYourName', 'RRR', 'TheMenu', 'TheBansheesofInisherin', 'InBruges', 'JohnWickChapter4', 'Nope', 'TheKillingFields', 'PoorThings', 'Atonement', 'Fargo', 'InOrderofDisappearance', 'Flow2024', 'TheBrutalist', 'Pride', 'SevenSamurai', 'BeforeMidnight', 'HowlsMovingCastle', 'GodsOwnCountry', 'TheThinRedLine']",3.51
Shower of Angst,8,"['Sicario', 'AmericanHistoryX', 'Jackie', 'Bullhead', 'PerfectBlue', 'TheLivesofOthers', 'Closer', 'TheBabadook']",3.50
"Silly Rabbit, Idealism Is for Kids!",6,"['Sicario', 'Se7en', 'Casablanca', 'Network', 'PathsofGlory', 'TheThinRedLine']",4.17
Sliding Scale of Idealism vs. Cynicism,20,"['Sicario', 'TheWolfofWallStreet', 'TwentyOneJumpStreet2012', 'Boyhood', 'MyNeighborTotoro', 'TheHatefulEight', 'WildStrawberries', 'Whiplash', 'PunchDrunkLove', 'ManchesterbytheSea', 'PatriotsDay', 'SynecdocheNewYork', 'TheEdgeofSeventeen', 'TheIrishman', 'GraveoftheFireflies', 'BoratSubsequentMoviefilm', 'Paddington2', 'Fargo', 'OneBattleAfterAnother', 'MyCousinVinny']",3.77
Stuff Blowing Up,10,"['Sicario', 'Battleship', 'TheBridgeontheRiverKwai', 'DieHardWithaVengeance', 'Valkyrie', 'Tenet', 'TheProducers', 'BlacKkKlansman', 'TheRock', 'PalmSprings']",3.20
Stupid Evil,10,"['Sicario', 'Spy', 'TwelveYearsASlave', 'GoodTime', 'Lucy', 'HaroldAndKumarGoToWhiteCastle', 'TheBigShort', 'Hush', 'InOrderofDisappearance', 'DangerousAnimals']",3.25
Too Dumb to Live,58,"['Sicario', 'RequiemforaDream', 'TheWolfofWallStreet', 'CaptainPhillips', 'TheHungerGames', 'MysticRiver', 'TheSwanPrincess', 'ShaunoftheDead', 'TheNiceGuys', 'TheBourneUltimatum', 'TaxiDriver', 'HellorHighWater', 'HardcoreHenry', 'AssassinsCreed', 'JohnWickChapter2', 'BoogieNights', 'Aliens', 'District9', 'AlienResurrection', 'BabyDriver', 'Badlands1973', 'LettheRightOneIn', 'AlienCovenant', 'EventHorizon', 'AtomicBlonde', 'KingsmanTheGoldenCircle', 'Annihilation', 'GrizzlyMan', 'GoodTime', 'PrideandPrejudiceandZombies', 'MeanStreets', 'ThisIsSpinalTap', 'ZeroDarkThirty', 'AdAstra', 'EntertheVoid', 'TheFanatic', 'GreenRoom', 'TheIrishman', 'AllThatJazz', 'UncutGems', 'Midsommar', 'AnAmericanWerewolfinLondon', 'Outland', 'ThankYouforSmoking', 'TheLastHouseontheLeft', 'Hush', 'InBruges', 'TheDayAfterTomorrow', 'Nope', 'Idiocracy', 'BloodSimple', 'Fargo', 'TheSkinILiveIn', 'TheRock', 'LAConfidential', 'BoyzntheHood', 'OneBattleAfterAnother', 'Glory']",3.30
Villain Has a Point,18,"['Sicario', 'TheHungerGamesMockingjayPart2', 'TheWolfofWallStreet', 'RatchetAndClank2016', 'TheBourneUltimatum', 'TheGreatEscape', 'District9', 'LettheRightOneIn', 'KingsmanTheGoldenCircle', 'Network', 'ApocalypseNow', 'Brazil', 'LookWhosBack', 'TheLivesofOthers', 'Fargo', 'Harakiri', 'TheRock', 'TheAssistant']",3.42
Villainous Breakdown,33,"['Sicario', 'TheShining', 'ReservoirDogs', 'GoneGirl', 'TheWolfofWallStreet', 'TwentyOneJumpStreet2012', 'TheGrandBudapestHotel', 'Casablanca', 'OntheWaterfront', 'RagingBull', 'TwelveYearsASlave', 'HardcoreHenry', 'Gattaca', 'ThereWillBeBlood', 'Alien3', 'BabyDriver', 'DieHardWithaVengeance', 'RomancingtheStone', 'OBrotherWhereArtThou', 'WeNeedtoTalkAboutKevin', 'HaroldAndKumarGoToWhiteCastle', 'PoliceAcademy', 'TheLastHouseontheLeft', 'Hush', 'LookWhosBack', 'WindRiver', 'Paddington', 'TheCelebration', 'Fargo', 'Harakiri', 'TwentyFifthHour', 'GirlInterrupted', 'DangerousAnimals']",3.52
Vomiting Cop,6,"['Sicario', 'Se7en', 'ThreeBillboardsOutsideEbbingMissouri', 'MemoriesofMurder', 'Fargo', 'InOrderofDisappearance']",3.83
Wham Shot,64,"['Sicario', 'TheShining', 'Se7en', 'ChildrenofMen', 'BirdmanorTheUnexpectedVirtueofIgnorance', 'TheGreenMile', 'EdgeofTomorrow', 'Zombeavers', 'TheHatefulEight', 'LazerTeam', 'RearWindow', 'Vertigo', 'FindingDory', 'TheBourneIdentity', 'JasonBourne', 'HardcoreHenry', 'Whiplash', 'RosemarysBaby', 'JohnWickChapter2', 'PatriotsDay', 'LettheRightOneIn', 'AlienCovenant', 'TheApartment', 'KingsmanTheGoldenCircle', 'Annihilation', 'LaLaLand', 'Hereditary', 'GrizzlyMan', 'CrazyRichAsians', 'Roma', 'Possession', 'BirdBox', 'SoylentGreen', 'Searching', 'PerfectBlue', 'Midsommar', 'TheWitch', 'ThePrestige', 'GraveoftheFireflies', 'Overlord', 'JojoRabbit', 'Split', 'Arrival', 'Onward', 'ThreeBillboardsOutsideEbbingMissouri', 'Dune1984', 'Incendies', 'TwinPeaksFireWalkwithMe', 'RRR', 'Us', 'TheMenu', 'TheBansheesofInisherin', 'JohnWickChapter4', 'Closer', 'Nope', 'ErinBrockovich', 'TheProducers', 'ChickenRunDawnoftheNugget', 'SevenSamurai', 'LoveLiesBleeding', 'LAConfidential', 'BoyzntheHood', 'PalmSprings', 'Bugonia']",3.42
What Happened to the Mouse?,95,"['Sicario', 'TheHungerGamesMockingjayPart2', 'ReservoirDogs', 'TheSilenceoftheLambs', 'ChildrenofMen', 'GoneGirl', 'Argo', 'DallasBuyersClub', 'Boyhood', 'StillAlice', 'ThePianist', 'LifeIsBeautiful', 'EscapefromAlcatraz', 'BridgeofSpies', 'IronSky', 'FiftyFifty2011', 'TheHatefulEight', 'Vertigo', 'Roma1972', 'TheSwanPrincess', 'TheBreakfastClub', 'ShaunoftheDead', 'TheGrandBudapestHotel', 'Warcraft', 'TheNiceGuys', 'FindingDory', 'NowYouSeeMe2', 'TheBourneIdentity', 'JasonBourne', 'WarDogs', 'CityofGod', 'CaptainFantastic', 'HardcoreHenry', 'TheBigLebowski', 'JesusCamp', 'TheGreatEscape', 'HiddenFigures', 'ThereWillBeBlood', 'Aliens', 'Alien3', 'TheSocialNetwork', 'WarforthePlanetoftheApes', 'AlienCovenant', 'DieHard2', 'DieHardWithaVengeance', 'TheNeonDemon', 'GoodTime', 'Lucy', 'LaHaine', 'ApocalypseNow', 'PrideandPrejudiceandZombies', 'TheAbyss', 'BirdBox', 'JohnWickChapter3Parabellum', 'WeirdScience', 'Searching', 'Chinatown', 'TheWitch', 'Machete', 'TheGoodtheBadandtheUgly', 'AnAmericanWerewolfinLondon', 'ValerianandtheCityofaThousandPlanets', 'EyesWideShut', 'Arrival', 'TheHangover', 'SingStreet', 'PrideAndPrejudice2005', 'ThreeBillboardsOutsideEbbingMissouri', 'LadyBird', 'AnotherRound', 'TheHost', 'JohnWickChapter4', 'WindRiver', 'TheDayAfterTomorrow', 'Nope', 'KillersoftheFlowerMoon', 'Paddington2', 'TheZoneofInterest', 'Idiocracy', 'Atonement', 'NottingHill', 'Fargo', 'DazedandConfused', 'TheRockyHorrorPictureShow', 'ButImaCheerleader', 'MulhollandDrive', 'TheBrutalist', 'SevenSamurai', 'BeforeSunrise', 'GirlInterrupted', 'MyOldAss', 'JungleFever', 'DangerousAnimals', 'Rashomon', 'TheThinRedLine']",3.35
Would Hurt a Child,29,"['Sicario', 'AmericanBeauty', 'SlumdogMillionaire', 'TheGreenMile', 'LifeIsBeautiful', 'Battleship', 'ToKillaMockingbird', 'TheNiceGuys', 'CityofGod', 'TheLobster', 'PatriotsDay', 'DearZacharyALettertoaSonAboutHisFather', 'BabyDriver', 'ItComesatNight', 'LettheRightOneIn', 'DieHardWithaVengeance', 'Hereditary', 'TheRoad', 'ZeroDarkThirty', 'OnceUponaTimeinHollywood', 'Ida', 'GraveoftheFireflies', 'JojoRabbit', 'Incendies', 'MemoriesofMurder', 'Us', 'ChickenRunDawnoftheNugget', 'Happiness', 'QuoVadisAida']",3.38
You Have Outlived Your Usefulness,17,"['Sicario', 'TheHungerGamesMockingjayPart2', 'Spy', 'RatchetAndClank2016', 'TheBourneIdentity', 'JohnWickChapter2', 'FightClub', 'TheSocialNetwork', 'BabyDriver', 'LiveFreeorDieHard', 'Replicas', 'GreenRoom', 'Midsommar', 'Machete', 'TheHandmaiden', 'TheRock', 'LAConfidential']",3.26
You Killed My Father,7,"['Sicario', 'NowYouSeeMe2', 'JasonBourne', 'PrideandPrejudiceandZombies', 'Machete', 'JohnWickChapter4', 'TheDiscreetCharmoftheBourgeoisie']",2.86
You Remind Me of X,7,"['Sicario', 'Spy', 'Vertigo', 'WarforthePlanetoftheApes', 'RRR', 'TheBabadook', 'TheLifeofChuck']",3.43
20 Minutes into the Future,19,"['TheMartian', 'ChildrenofMen', 'EdgeofTomorrow', 'IronSky', 'BigHero6', 'HardcoreHenry', 'TwoThousandOneASpaceOdyssey', 'AssassinsCreed', 'Inception', 'Gattaca', 'Logan', 'Akira', 'AScannerDarkly', 'SoylentGreen', 'AdAstra', 'Moon', 'TheTrumanShow', 'Her', 'Companion']",3.21
Adaptational Attractiveness,27,"['TheMartian', 'TheShining', 'ChildrenofMen', 'BrokebackMountain', 'GoneGirl', 'SinCity', 'Moneyball', 'TheHungerGames', 'IronMan3', 'ToKillaMockingbird', 'Psycho', 'WarDogs', 'FearandLoathinginLasVegas', 'TheirFinest', 'Logan', 'LettheRightOneIn', 'SpiritedAway', 'ReadyPlayerOne', 'PrideandPrejudiceandZombies', 'AScannerDarkly', 'AllthePresidentsMen', 'ValerianandtheCityofaThousandPlanets', 'Dune1984', 'WildatHeart', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'MasterandCommanderTheFarSideoftheWorld']",3.39
Adaptational Context Change,14,"['TheMartian', 'TheHobbitAnUnexpectedJourney', 'ScottPilgrimvstheWorld', 'Annihilation', 'CrazyRichAsians', 'Joker', 'TheLordoftheRingsTheTwoTowers', 'TheLordoftheRingsTheReturnoftheKing', 'Dune1984', 'AmericanPsycho', 'DunePartTwo', 'TheLordoftheRingsTheFellowshipoftheRing', 'TheGodfather', 'TheGodfatherPartII']",3.50
Adaptational Name Change,8,"['TheMartian', 'AllAboutEve', 'TwoThousandOneASpaceOdyssey', 'FearandLoathinginLasVegas', 'CrazyRichAsians', 'EyesWideShut', 'TheDeathofStalin', 'LegallyBlonde']",3.88
Adaptation Explanation Extrication,23,"['TheMartian', 'TheShining', 'ChildrenofMen', 'SinCity', 'TheHungerGames', 'EdgeofTomorrow', 'Carol', 'ToKillaMockingbird', 'ScottPilgrimvstheWorld', 'LettheRightOneIn', 'StarshipTroopers', 'TheBreadwinner', 'TheLordoftheRingsTheTwoTowers', 'TheLordoftheRingsTheReturnoftheKing', 'ThePrestige', 'KikisDeliveryService', 'Dune1984', 'Chernobyl', 'DunePartTwo', 'TheLordoftheRingsTheFellowshipoftheRing', 'TheGodfather', 'TheGodfatherPartII', 'HowlsMovingCastle']",3.74
Adaptation-Induced Plot Hole,16,"['TheMartian', 'SinCity', 'TheDaVinciCode', 'TheHungerGames', 'FantasticBeastsandWheretoFindThem', 'TheHobbitAnUnexpectedJourney', 'BladeRunner', 'NoCountryforOldMen', 'ReadyPlayerOne', 'CrazyRichAsians', 'TheLordoftheRingsTheTwoTowers', 'Arrival', 'Dune1984', 'GuardiansoftheGalaxyVol3', 'DunePartTwo', 'TheLordoftheRingsTheFellowshipoftheRing']",3.31
Adapted Out,65,"['TheMartian', 'TheHungerGamesMockingjayPart2', 'TheShining', 'TheSilenceoftheLambs', 'GoneGirl', 'SinCity', 'AvengersAgeofUltron', 'TheGreenMile', 'CaptainAmericaTheWinterSoldier', 'Carol', 'TheDevilWearsPrada', 'CatchMeIfYouCan', 'BigHero6', 'TheSwanPrincess', 'RatchetAndClank2016', 'CaptainAmericaCivilWar', 'ItsaWonderfulLife', 'StraightOuttaCompton', 'TheirFinest', 'BladeRunner', 'Logan', 'GuardiansoftheGalaxyVol2', 'ScottPilgrimvstheWorld', 'TheSocialNetwork', 'ThorRagnarok', 'StarshipTroopers', 'Annihilation', 'Valkyrie', 'Deadpool2', 'CrazyRichAsians', 'TheBreadwinner', 'AllthePresidentsMen', 'WeNeedtoTalkAboutKevin', 'TheLordoftheRingsTheTwoTowers', 'TheLordoftheRingsTheReturnoftheKing', 'Room', 'Hamilton', 'PrideAndPrejudice2005', 'Dune1984', 'AmericanPsycho', 'CallMebyYourName', 'SpiderManIntotheSpiderVerse', 'StandbyMe', 'Chernobyl', 'Barbie', 'KillersoftheFlowerMoon', 'WhoFramedRogerRabbit', 'DunePartTwo', 'TheLordoftheRingsTheFellowshipoftheRing', 'TheDeathofStalin', 'AreYouThereGodItsMeMargaret', 'Clueless', 'TheWildRobot', 'TheGodfather', 'TheGodfatherPartII', 'Nosferatu', 'MalcolmX', 'BlackPanther', 'HowlsMovingCastle', 'TheIronGiant', 'LAConfidential', 'TheLifeofChuck', 'OneBattleAfterAnother', 'Rashomon', 'TheThinRedLine']",3.53
Arc Words,118,"['TheMartian', 'AntMan', 'AvengersAgeofUltron', 'BatmanBegins', 'SlumdogMillionaire', 'CaptainPhillips', 'AmericanHustle', 'IronMan3', 'TheHobbitTheDesolationofSmaug', 'CaptainAmericaTheWinterSoldier', 'TheImitationGame', 'Carol', 'BridgeofSpies', 'TheDarkKnightRises', 'TheHatefulEight', 'TheDeparted', 'CatchMeIfYouCan', 'BigHero6', 'ShaunoftheDead', 'OntheWaterfront', 'CaptainAmericaCivilWar', 'CatonaHotTinRoof', 'StraightOuttaCompton', 'RagingBull', 'HardcoreHenry', 'TheBigLebowski', 'TwoThousandOneASpaceOdyssey', 'RogueOneAStarWarsStory', 'AssassinsCreed', 'Inception', 'PunchDrunkLove', 'TheHobbitAnUnexpectedJourney', 'BladeRunner', 'EternalSunshineoftheSpotlessMind', 'PatriotsDay', 'ThereWillBeBlood', 'TwinPeaks', 'Logan', 'GuardiansoftheGalaxyVol2', 'FightClub', 'Prometheus', 'WarforthePlanetoftheApes', 'Okja', 'Dunkirk', 'ThorRagnarok', 'KingsmanTheGoldenCircle', 'Moana', 'GetOut', 'StarWarsTheLastJedi', 'TheDeerHunter', 'IndependenceDay', 'PinkFloydTheWall', 'BlueVelvet', 'Network', 'Deadpool2', 'GoodWillHunting', 'LaHaine', 'BlackMirrorBandersnatch', 'TheRoad', 'TheBreadwinner', 'JohnWickChapter3Parabellum', 'TheConversation', 'TheMeyerowitzStories', 'PerfectBlue', 'Chinatown', 'Joker', 'TheIrishman', 'AllThatJazz', 'Room', 'KnivesOut', 'TheGoodtheBadandtheUgly', 'Overlord', 'Tenet', 'Hamilton', 'TheLegoMovie', 'JojoRabbit', 'REC', 'Arrival', 'RayaandtheLastDragon', 'DoubleIndemnity', 'ThankYouforSmoking', 'SixSouls', 'TheWorldsEnd', 'Onward', 'Luca', 'SpiderManFarFromHome', 'WhenHarryMetSally', 'RRR', 'Us', 'TheMenu', 'JohnWickChapter4', 'TheLivesofOthers', 'SpiderManIntotheSpiderVerse', 'StarTrekIVTheVoyageHome', 'StarTrekVTheFinalFrontier', 'Chernobyl', 'Oppenheimer', 'Nope', 'DumbMoney', 'GuardiansoftheGalaxyVol3', 'Idiocracy', 'SnakesonaPlane', 'TheSubstance', 'ETtheExtraTerrestrial', 'InsideOut2', 'MulhollandDrive', 'LittleMissSunshine', 'BlackPanther', 'TheSkinILiveIn', 'Up', 'Companion', 'TheIronGiant', 'LAConfidential', 'TheLifeofChuck', 'KPopDemonHunters', 'TheRemainsoftheDay', 'WakeUpDeadMan', 'Snowpiercer']",3.47
